Gemeinde,Einwohner,Website,Contact Name,Email,Phone,Email Status,Notes
Gülzow-Prüzen,  1 608,No Website,,,,,
"Vestenbergsgreuth, M",  1 608,https://vestenbergsgreuth.de,,,,,
"Mörnsheim, M",  1 608,https://moernsheim.de,,,,,
Crossen an der Elster,  1 607,No Website,,,,,
"Marktzeuln, M",  1 606,No Website,,,,,
Offenhausen,  1 606,No Website,,,,,
Pullenreuth,  1 605,https://pullenreuth.de,,,,,
"Großlangheim, M",  1 605,https://grosslangheim.de,,,,,
Retzstadt,  1 604,No Website,,,,,
Paunzhausen,  1 604,https://paunzhausen.de,,,,,
Hochstetten-Dhaun,  1 603,https://hochstetten-dhaun.de,,,,,
Breitbrunn a.Chiemsee,  1 602,No Website,,,,,
Treia,  1 601,https://treia.de,,,,,
Fahrenkrug,  1 598,https://gemeinde-fahrenkrug.de,,,,,
"Rhinow, Stadt",  1 597,https://rhinow.de,,,,,
Spahnharrenstätte,  1 597,No Website,,,,,
"Willanzheim, M",  1 595,https://willanzheim.de,,,,,
Neukirch,  1 594,https://neukirch-sachsen.de,,,,,
Neubörger,  1 594,No Website,,,,,
"Oberhof, Stadt",  1 592,No Website,,,,,
Neiße-Malxetal/Dolina Nysa-Małksa,  1 589,https://neisse-malxetal.de,,,,,
Unterammergau,  1 589,https://unterammergau.de,,,,,
Lübow,  1 587,No Website,,,,,
Innernzell,  1 587,https://innernzell.de,,,,,
Frauenneuharting,  1 586,https://frauenneuharting.de,,,,,
Büsingen am Hochrhein,  1 585,https://buesingen.de,,,,,
Kamp-Bornhofen,  1 583,No Website,,,,,
Irsch,  1 583,https://irsch-saar.de,,,,,
"Saal a.d.Saale, M",  1 583,https://saal-saale.de,,,,,
Schaalby,  1 582,https://schaalby.de,,,,,
Langwedel,  1 582,No Website,,,,,
Duggendorf,  1 582,https://duggendorf.de,,,,,
Friesenried,  1 582,https://friesenried.de,,,,,
Dümmer,  1 581,https://duemmer.de,,,,,
"Rasdorf, Point-Alpha-Gemeinde",  1 581,https://rasdorf.de,,,,,
"Fuchsmühl, M",  1 581,No Website,,,,,
Großweil,  1 581,https://grossweil.de,,,,,
Rosenthal-Bielatal,  1 580,No Website,,,,,
Damp,  1 580,https://damp.de,,,,,
Mertendorf,  1 579,https://mertendorf.de,,,,,
Freckenfeld,  1 578,No Website,,,,,
Obersöchering,  1 577,No Website,,,,,
Hattenhofen,  1 577,https://hattenhofen.de,,,,,
Grünenbach,  1 574,No Website,,,,,
Bruchweiler-Bärenbach,  1 573,https://bruchweiler-baerenbach.de,,,,,
"Sparneck, M",  1 573,https://sparneck.de,,,,,
Marloffstein,  1 573,No Website,,,,,
Gablenz / Jabłońc,  1 572,No Website,,,,,
Westensee,  1 572,No Website,,,,,
Birlenbach,  1 572,No Website,,,,,
"Rentweinsdorf, M",  1 571,No Website,,,,,
Himmelstadt,  1 571,https://himmelstadt.de,,,,,
"Ahlden (Aller), Flecken",  1 570,https://ahlden.de,,,,,
Tappenbeck,  1 570,No Website,,,,,
Framersheim,  1 570,https://framersheim.de,,,,,
Lützow,  1 569,No Website,,,,,
Bredenbek,  1 569,https://bredenbek.de,,,,,
Barkelsby,  1 567,No Website,,,,,
Haverlah,  1 567,No Website,,,,,
Maierhöfen,  1 567,No Website,,,,,
Rammingen,  1 566,https://rammingen.de,,,,,
Daisendorf,  1 564,https://daisendorf.de,,,,,
Wallhausen,  1 563,https://wallhausen.de,,,,,
Stadtkyll,  1 563,https://stadtkyll.de,,,,,
Trebgast,  1 563,https://trebgast.de,,,,,
Witzhave,  1 562,No Website,,,,,
"Dierhagen, Ostseebad",  1 561,No Website,,,,,
Oelixdorf,  1 561,https://oelixdorf.de,,,,,
"Neuerburg, Stadt",  1 561,No Website,,,,,
Wolfsegg,  1 561,https://wolfsegg.de,,,,,
Gommersheim,  1 560,https://gommersheim.de,,,,,
Jübar,  1 559,No Website,,,,,
Achtrup,  1 558,https://achtrup.de,,,,,
Monzingen,  1 558,https://monzingen.de,,,,,
Inning a.Holz,  1 558,https://inning.de,,,,,
Niederrieden,  1 558,No Website,,,,,
Krauthausen,  1 557,No Website,,,,,
Palzem,  1 557,No Website,,,,,
Störnstein,  1 557,https://stoernstein.de,,,,,
Etzenricht,  1 557,https://etzenricht.de,,,,,
Bubesheim,  1 557,https://bubesheim.de,,,,,
Hahnheim,  1 555,https://hahnheim.de,,,,,
"Stadtprozelten, St",  1 555,https://stadtprozelten.de,,,,,
"Hohenburg, M",  1 555,https://hohenburg.de,,,,,
Ostenfeld (Husum),  1 554,https://nordfriesland.de,,,,,
Ayl,  1 553,No Website,,,,,
"Juist, Inselgemeinde",  1 552,https://juist.de,,,,,
Gundersheim,  1 552,No Website,,,,,
"Irsee, M",  1 552,https://irsee.de,,,,,
Nübbel,  1 550,No Website,,,,,
Emtinghausen,  1 550,No Website,,,,,
Ehlscheid,  1 550,https://ehlscheid.de,,,,,
"Stadt Wehlen, Stadt",  1 549,https://stadt-wehlen.de,,,,,
Norheim,  1 548,https://norheim.de,,,,,
Wackerow,  1 547,No Website,,,,,
Heiligenstedten,  1 546,No Website,,,,,
Niederbreitbach,  1 546,https://niederbreitbach.de,,,,,
Roth,  1 546,https://stadt-roth.de,,,,,
Sukow,  1 545,https://sukow.de,,,,,
Möllenhagen,  1 543,No Website,,,,,
Hinterweidenthal,  1 543,No Website,,,,,
"Kellmünz a.d.Iller, M",  1 543,https://kellmuenz.de,,,,,
Eschenlohe,  1 543,No Website,,,,,
Hüttisheim,  1 541,https://huettisheim.de,,,,,
Blankenbach,  1 541,No Website,,,,,
Witzmannsberg,  1 541,https://witzmannsberg.de,,,,,
Elbe,  1 540,https://elbe.de,,,,,
Oberostendorf,  1 540,https://oberostendorf.de,,,,,
Wallgau,  1 539,https://gemeinde-wallgau.de,,,,,
Gremersdorf,  1 538,No Website,,,,,
Hilgert,  1 538,No Website,,,,,
Ellerhoop,  1 537,https://ellerhoop.de,,,,,
Weibern,  1 537,https://weibern.de,,,,,
Rattiszell,  1 537,https://rattiszell.de,,,,,
Schellhorn,  1 535,No Website,,,,,
Wört,  1 534,https://gemeinde-woert.de,,,,,
Poxdorf,  1 534,https://poxdorf.de,,,,,
Rosenbach,  1 533,https://rosenbach.de,,,,,
"Gartow, Flecken",  1 533,https://gartow.de,,,,,
"Hiltpoltstein, M",  1 532,https://hiltpoltstein.de,,,,,
"Remlingen, M",  1 531,https://remlingen.de,,,,,
Baiern,  1 531,https://bayern.de,,,,,
Strande,  1 530,https://strande.de,,,,,
Altenthann,  1 530,https://altenthann.de,,,,,
Wilhelmsdorf,  1 528,https://wilhelmsdorf.de,,,,,
Kakenstorf,  1 527,https://kakenstorf.de,,,,,
Hainewalde,  1 526,https://hainewalde.de,,,,,
Ummern,  1 526,No Website,,,,,
Priesendorf,  1 526,https://priesendorf.de,,,,,
Ihlienworth,  1 525,https://ihlienworth.de,,,,,
Schaufling,  1 525,No Website,,,,,
Weng,  1 525,No Website,,,,,
Jänschwalde/Janšojce,  1 523,https://jaenschwalde.de,,,,,
Gerswalde,  1 523,No Website,,,,,
Vierlinden,  1 521,No Website,,,,,
Grönwohld,  1 521,No Website,,,,,
Simmern,  1 521,https://simmern.de,,,,,
Wenzendorf,  1 520,No Website,,,,,
Außernzell,  1 520,No Website,,,,,
Ahlsdorf,  1 519,No Website,,,,,
Varrel,  1 519,https://varrel.de,,,,,
Pfaffen-Schwabenheim,  1 519,No Website,,,,,
Gammelsdorf,  1 519,No Website,,,,,
Ruppertsweiler,  1 518,No Website,,,,,
Lengenwang,  1 518,https://lengenwang.de,,,,,
Temnitztal,  1 517,https://temnitztal.de,,,,,
Bornheim,  1 517,https://bornheim.de,,,,,
Burgstall,  1 516,No Website,,,,,
Missen-Wilhams,  1 516,https://missen-wilhams.de,,,,,
Emmering,  1 515,https://emmering.de,,,,,
Siehdichum,  1 514,No Website,,,,,
Wülfershausen a.d.Saale,  1 514,https://wuelfershausen.de,,,,,
Alsdorf,  1 513,https://alsdorf.de,,,,,
Dorfchemnitz,  1 512,No Website,,,,,
Kuddewörde,  1 512,No Website,,,,,
Selzen,  1 512,https://rheinhessen.de,,,,,
Pfronstetten,  1 512,https://pfronstetten.de,,,,,
Wittnau,  1 510,https://wittnau.de,,,,,
Ponitz,  1 509,No Website,,,,,
Bollingstedt,  1 509,https://bollingstedt.de,,,,,
Wulkenzin,  1 508,https://wulkenzin.de,,,,,
Ehrenburg,  1 508,No Website,,,,,
Berkatal,  1 508,https://berkatal.de,,,,,
Thür,  1 508,https://thueringen.de,,,,,
Dattenberg,  1 508,No Website,,,,,
Mistelbach,  1 508,No Website,,,,,
Eberfing,  1 508,https://eberfing.de,,,,,
Hergisdorf,  1 507,No Website,,,,,
Wiedergeltingen,  1 507,https://wiedergeltingen.de,,,,,
Mellingen,  1 505,No Website,,,,,
Ködnitz,  1 505,https://koednitz.de,,,,,
"Buckow (Märkische Schweiz), Stadt",  1 503,No Website,,,,,
Wallmerod,  1 503,No Website,,,,,
Halle,  1 502,https://halle.de,,,,,
Heinbockel,  1 502,No Website,,,,,
Schwielochsee/Gójacki Jazor,  1 501,No Website,,,,,
Hemslingen,  1 501,No Website,,,,,
"Euerdorf, M",  1 501,https://euerdorf.de,,,,,
Wittorf,  1 500,No Website,,,,,
Laudenbach,  1 500,No Website,,,,,
Moosach,  1 500,No Website,,,,,
Schwaförden,  1 499,No Website,,,,,
Urbach,  1 499,https://urbach.de,,,,,
Hagnau am Bodensee,  1 496,No Website,,,,,
Brey,  1 494,https://brey.de,,,,,
"Prerow, Ostseebad",  1 492,https://prerow.de,,,,,
Altenahr,  1 492,https://altenahr.de,,,,,
Roßbach,  1 492,No Website,,,,,
Niederfüllbach,  1 492,No Website,,,,,
Brunn,  1 492,No Website,,,,,
Oberstreu,  1 492,https://oberstreu.de,,,,,
Pfarrweisach,  1 492,No Website,,,,,
"Lassan, Stadt",  1 491,No Website,,,,,
Breese,  1 491,https://breese.de,,,,,
Au,  1 491,No Website,,,,,
"Karbach, M",  1 491,No Website,,,,,
Estorf,  1 489,No Website,,,,,
Feilbingert,  1 488,https://feilbingert.de,,,,,
Obernheim,  1 487,https://obernheim.de,,,,,
Lübstorf,  1 486,No Website,,,,,
Malsburg-Marzell,  1 486,https://malsburg-marzell.de,,,,,
Todtenweis,  1 486,No Website,,,,,
Schönau-Berzdorf a. d. Eigen,  1 485,https://schoenau-berzdorf.de,,,,,
Gernrode,  1 484,No Website,,,,,
Schönborn,  1 483,https://schoenborn.de,,,,,
Ziltendorf,  1 483,No Website,,,,,
Schönecken,  1 483,https://schoenecken.de,,,,,
Mehrstetten,  1 483,https://mehrstetten.de,,,,,
"Jonsdorf, Kurort",  1 482,https://jonsdorf.de,,,,,
Niemetal,  1 482,No Website,,,,,
Schopp,  1 482,https://schopp.de,,,,,
Farnstädt,  1 480,No Website,,,,,
Niedermohr,  1 480,https://niedermohr.de,,,,,
Gammelshausen,  1 479,No Website,,,,,
Tülau,  1 478,https://tuelau.de,,,,,
Niederschönenfeld,  1 478,https://niederschoenenfeld.de,,,,,
Salgen,  1 478,https://salgen.de,,,,,
Deisenhausen,  1 477,No Website,,,,,
Dersum,  1 476,https://dersum.de,,,,,
"Manderscheid, Stadt",  1 476,https://manderscheid.de,,,,,
"Absberg, M",  1 476,https://absberg.de,,,,,
Emersacker,  1 475,No Website,,,,,
Werda,  1 474,No Website,,,,,
Pracht,  1 473,No Website,,,,,
Greiling,  1 473,https://greiling.de,,,,,
Zarpen,  1 470,No Website,,,,,
Beckedorf,  1 470,No Website,,,,,
Soderstorf,  1 470,https://soderstorf.de,,,,,
Löf,  1 470,No Website,,,,,
Reichenbach-Steegen,  1 469,https://reichenbach-steegen.de,,,,,
Suthfeld,  1 468,https://suthfeld.de,,,,,
Sommerach,  1 468,https://sommerach.de,,,,,
Amberg,  1 468,https://amberg.de,,,,,
Dexheim,  1 467,https://dexheim.de,,,,,
Klausen,  1 467,https://klausen.de,,,,,
Wollbach,  1 467,https://wollbach.de,,,,,
Lutzerath,  1 466,https://lutzerath.de,,,,,
Neunkirchen,  1 465,https://neunkirchen.de,,,,,
Grafenwiesen,  1 465,https://grafenwiesen.de,,,,,
Fischbach bei Dahn,  1 464,No Website,,,,,
Kleinsendelbach,  1 464,https://kleinsendelbach.de,,,,,
Ditfurt,  1 463,https://ditfurt.de,,,,,
Niederneisen,  1 463,https://niederneisen.de,,,,,
Clausen,  1 462,No Website,,,,,
Langen,  1 461,https://langen.de,,,,,
Neckarzimmern,  1 461,https://neckarzimmern.de,,,,,
Flossenbürg,  1 460,No Website,,,,,
Kasseedorf,  1 459,https://kasseedorf.de,,,,,
Stetten,  1 459,No Website,,,,,
"Göhren, Ostseebad",  1 458,https://ostseebad-goehren.de,,,,,
Maring-Noviand,  1 458,https://maring-noviand.de,,,,,
Münchsteinach,  1 458,https://muenchsteinach.de,,,,,
Ruppertsberg,  1 457,https://ruppertsberg.de,,,,,
Forchheim,  1 457,https://forchheim.de,,,,,
Roigheim,  1 457,https://roigheim.de,,,,,
"Tännesberg, M",  1 457,https://taennesberg.de,,,,,
Eggenthal,  1 457,https://eggenthal.de,,,,,
Basdahl,  1 456,https://basdahl.de,,,,,
Ladelund,  1 455,https://ladelund.de,,,,,
"Thüngen, M",  1 454,https://thuengen.de,,,,,
Unterdießen,  1 454,https://unterdiessen.de,,,,,
Karsdorf,  1 453,No Website,,,,,
"Oberschwarzach, M",  1 453,https://oberschwarzach.de,,,,,
Altenmedingen,  1 452,https://altenmedingen.de,,,,,
Flammersfeld,  1 452,No Website,,,,,
Bubsheim,  1 451,https://bubsheim.de,,,,,
Niedertaufkirchen,  1 451,https://niedertaufkirchen.de,,,,,
Schönberg,  1 450,https://schoenberg.de,,,,,
Martinshöhe,  1 448,https://martinshoehe.de,,,,,
Hartenstein,  1 448,https://stadt-hartenstein.de,,,,,
"Arneburg, Stadt",  1 447,No Website,,,,,
Stallwang,  1 445,https://stallwang.de,,,,,
Schwenningen,  1 445,https://schwenningen.de,,,,,
Schonstett,  1 444,https://schonstett.de,,,,,
"Hohenleuben, Stadt",  1 442,https://stadt-hohenleuben.de,,,,,
Enkirch,  1 442,https://enkirch.de,,,,,
Bausendorf,  1 442,No Website,,,,,
Bell (Hunsrück),  1 441,https://bell-hunsrueck.de,,,,,
Dachsberg (Südschwarzwald),  1 441,No Website,,,,,
Wildenberg,  1 441,No Website,,,,,
Wechingen,  1 441,https://wechingen.de,,,,,
Schwabsoien,  1 441,https://schwabsoien.de,,,,,
Gillenfeld,  1 440,https://gillenfeld.de,,,,,
Kastl,  1 440,https://kastl.de,,,,,
Mönchsdeggingen,  1 440,https://moenchsdeggingen.de,,,,,
Milmersdorf,  1 438,No Website,,,,,
Krummennaab,  1 437,https://krummennaab.de,,,,,
Hetlingen,  1 436,https://hetlingen.de,,,,,
Merxheim,  1 436,https://merxheim.de,,,,,
Seebach,  1 436,https://seebach.de,,,,,
Hollstadt,  1 436,https://hollstadt.de,,,,,
Hasloch,  1 436,https://hasloch.de,,,,,
Holzgünz,  1 436,https://holzguenz.de,,,,,
Mehren,  1 435,https://mehren.de,,,,,
Hainsfarth,  1 435,https://hainsfarth.de,,,,,
"Bergen an der Dumme, Flecken",  1 434,No Website,,,,,
Arzfeld,  1 434,No Website,,,,,
Enzklösterle,  1 434,No Website,,,,,
Marxen,  1 433,No Website,,,,,
Garstedt,  1 433,https://garstedt.de,,,,,
Waabs,  1 432,https://waabs.de,,,,,
"Hornbach, Stadt",  1 432,No Website,,,,,
Schnürpflingen,  1 432,No Website,,,,,
Rammelsbach,  1 431,https://rammelsbach.de,,,,,
Ziesendorf,  1 430,No Website,,,,,
Friedelsheim,  1 430,No Website,,,,,
Lauben,  1 430,https://lauben.de,,,,,
Oering,  1 429,https://oering.de,,,,,
Biburg,  1 427,No Website,,,,,
Trogen,  1 426,https://trogen.de,,,,,
Günzach,  1 426,https://guenzach.de,,,,,
Wendelsheim,  1 425,No Website,,,,,
Weyerbusch,  1 425,https://westerwaldkreis.de,,,,,
Dingolshausen,  1 424,https://dingolshausen.de,,,,,
Wesseln,  1 423,https://wesseln.de,,,,,
Gossersweiler-Stein,  1 423,https://gossersweiler-stein.de,,,,,
"Nennslingen, M",  1 423,https://nennslingen.de,,,,,
Hamdorf,  1 422,https://gemeinde-hamdorf.de,,,,,
Ramerberg,  1 422,https://ramerberg.de,,,,,
"Hohenberg a.d.Eger, St",  1 421,No Website,,,,,
Gerdau,  1 420,https://gerdau.de,,,,,
Kunreuth,  1 419,https://kunreuth.de,,,,,
Unteregg,  1 419,https://unteregg.de,,,,,
Appenheim,  1 417,No Website,,,,,
Urspringen,  1 417,https://urspringen.de,,,,,
Heeßen,  1 413,No Website,,,,,
Heiligenroth,  1 413,https://heiligenroth.de,,,,,
Attenhofen,  1 413,https://attenhofen.de,,,,,
Stubenberg,  1 412,https://stubenberg.de,,,,,
Saal,  1 411,No Website,,,,,
Bliesdorf,  1 411,No Website,,,,,
Dähre,  1 411,No Website,,,,,
Kasbach-Ohlenberg,  1 411,https://kasbach-ohlenberg.de,,,,,
Sonnen,  1 411,No Website,,,,,
Wiltingen,  1 409,https://wiltingen.de,,,,,
Stäbelow,  1 408,No Website,,,,,
Brockel,  1 408,No Website,,,,,
Weidenstetten,  1 408,https://weidenstetten.de,,,,,
"Weiltingen, M",  1 408,https://weiltingen.de,,,,,
Kosel,  1 407,https://gemeinde-kosel.de,,,,,
Deensen,  1 407,https://hameln-pyrmont.de,,,,,
Binswangen,  1 407,https://binswangen.de,,,,,
Neutrebbin,  1 406,https://neutrebbin.de,,,,,
Golzow,  1 405,No Website,,,,,
Wakendorf II,  1 405,https://wakendorf.de,,,,,
Böttingen,  1 404,https://boettingen.de,,,,,
"Winterhausen, M",  1 404,https://winterhausen.de,,,,,
Mödingen,  1 404,No Website,,,,,
Taufkirchen,  1 404,https://taufkirchen.de,,,,,
Lindau,  1 403,https://lindau.de,,,,,
"Schwarzhofen, M",  1 403,No Website,,,,,
"Aub, St",  1 403,https://stadt-aub.de,,,,,
Mariaposching,  1 403,https://mariaposching.de,,,,,
Holste,  1 402,No Website,,,,,
Erbes-Büdesheim,  1 402,https://erbes-buedesheim.de,,,,,
Limbach,  1 401,https://limbach-oberfrohna.de,,,,,
Longuich,  1 401,No Website,,,,,
Mielkendorf,  1 400,https://mielkendorf.de,,,,,
Orenhofen,  1 399,No Website,,,,,
Goldbeck,  1 398,No Website,,,,,
Schwarzach b.Nabburg,  1 398,https://schwarzach.de,,,,,
"Kroppenstedt, Stadt",  1 397,No Website,,,,,
Lemgow,  1 396,https://lemgo.de,,,,,
Rittersdorf,  1 396,https://rittersdorf.de,,,,,
Mickhausen,  1 396,No Website,,,,,
Wurmsham,  1 396,No Website,,,,,
Anhausen,  1 395,https://anhausen.de,,,,,
Ganzlin,  1 394,https://ganzlin.de,,,,,
Gusow-Platkow,  1 394,No Website,,,,,
Neu Darchau,  1 394,https://neu-darchau.de,,,,,
Schweigen-Rechtenbach,  1 392,https://schweigen-rechtenbach.de,,,,,
Etzelwang,  1 392,https://etzelwang.de,,,,,
Bächingen a.d.Brenz,  1 392,https://baechingen.de,,,,,
Dellfeld,  1 391,No Website,,,,,
Sterup,  1 390,https://sterup.de,,,,,
Herrngiersdorf,  1 389,https://herrngiersdorf.de,,,,,
Geroldshausen,  1 389,https://geroldshausen.de,,,,,
Tuchenbach,  1 388,https://tuchenbach.de,,,,,
Düngenheim,  1 387,https://duengenheim.de,,,,,
Panker,  1 386,https://panker.de,,,,,
Sustrum,  1 386,No Website,,,,,
Schneizlreuth,  1 386,https://schneizlreuth.de,,,,,
Grolsheim,  1 385,https://grolsheim.de,,,,,
"Burgpreppach, M",  1 385,https://burgpreppach.de,,,,,
Berg im Gau,  1 383,No Website,,,,,
"Marktschorgast, M",  1 382,https://marktschorgast.de,,,,,
Rieden am Forggensee,  1 382,https://rieden.de,,,,,
Kienberg,  1 382,https://kienberg.de,,,,,
Sallgast,  1 381,No Website,,,,,
Görisried,  1 381,https://goerisried.de,,,,,
Otterwisch,  1 380,https://otterwisch.de,,,,,
Malborn,  1 380,No Website,,,,,
Elsnig,  1 378,No Website,,,,,
Lewitzrand,  1 377,No Website,,,,,
Kirchhaslach,  1 377,https://kirchhaslach.de,,,,,
Breiholz,  1 376,https://breiholz.de,,,,,
Mertloch,  1 375,No Website,,,,,
Langenhahn,  1 375,No Website,,,,,
Jungingen,  1 375,No Website,,,,,
"Bad Neualbenreuth, M",  1 375,https://bad-neualbenreuth.de,,,,,
"Mönchgut, Ostseebad",  1 374,https://moenchgut-ostseebad.de,,,,,
Lasbek,  1 374,No Website,,,,,
Kleinaitingen,  1 374,No Website,,,,,
Güster,  1 373,No Website,,,,,
Haidmühle,  1 373,No Website,,,,,
Geslau,  1 372,No Website,,,,,
Stralendorf,  1 371,https://stralendorf.de,,,,,
Oberndorf,  1 371,https://oberndorf.de,,,,,
Großniedesheim,  1 370,https://grossniedesheim.de,,,,,
Binau,  1 370,https://binau.de,,,,,
Trautskirchen,  1 370,https://trautskirchen.de,,,,,
Thomasburg,  1 369,No Website,,,,,
Niederlangen,  1 369,https://niederlangen.de,,,,,
"Winklarn, M",  1 369,No Website,,,,,
Hetzles,  1 368,https://hetzles.de,,,,,
"Franzburg, Stadt",  1 367,No Website,,,,,
Tirpersdorf,  1 367,https://tirpersdorf.de,,,,,
Staudernheim,  1 367,https://staudernheim.de,,,,,
Hartmannsdorf b. Kirchberg,  1 366,https://kirchberg.de,,,,,
Rümmelsheim,  1 366,https://ruemmelsheim.de,,,,,
Dreis,  1 366,No Website,,,,,
Agathenburg,  1 365,No Website,,,,,
Rammingen,  1 363,https://rammingen.de,,,,,
Rieden,  1 363,https://rieden.de,,,,,
Wolmirsleben,  1 362,No Website,,,,,
Paulinenaue,  1 360,No Website,,,,,
Oberreichenbach,  1 360,https://oberreichenbach.de,,,,,
Gundremmingen,  1 360,https://gundremmingen.de,,,,,
Antdorf,  1 360,https://antdorf.de,,,,,
Rückersdorf,  1 359,https://rueckersdorf.de,,,,,
"Eisenheim, M",  1 359,https://eisenheim.de,,,,,
Wildsteig,  1 359,https://wildsteig.de,,,,,
Reimlingen,  1 357,https://reimlingen.de,,,,,
Königsfeld,  1 356,https://koenigsfeld.de,,,,,
Etzbach,  1 356,No Website,,,,,
Grabowhöfe,  1 355,No Website,,,,,
Eddelak,  1 355,No Website,,,,,
Cornberg,  1 355,No Website,,,,,
Bartenshagen-Parkentin,  1 354,https://bartenshagen-parkentin.de,,,,,
Damshagen,  1 354,No Website,,,,,
Lindendorf,  1 354,No Website,,,,,
"Plech, M",  1 354,https://plech.de,,,,,
Schmiechen,  1 354,https://schmiechen.de,,,,,
Dabel,  1 353,https://dabel.de,,,,,
Küsten,  1 352,https://gemeinde-kuesten.de,,,,,
Baisweil,  1 352,https://baisweil.de,,,,,
"Richtenberg, Stadt",  1 351,No Website,,,,,
Wiesengrund/Łukojce,  1 351,https://wiesengrund.de,,,,,
Ötzingen,  1 351,No Website,,,,,
Binsfeld,  1 351,https://binsfeld.de,,,,,
Bell,  1 350,No Website,,,,,
Mogendorf,  1 350,No Website,,,,,
Mötzing,  1 350,https://moetzingen.de,,,,,
Schlehdorf,  1 348,https://schlehdorf.de,,,,,
Niederdorf,  1 347,No Website,,,,,
Schloßvippach,  1 347,https://schlossvippach.de,,,,,
Wieseth,  1 347,No Website,,,,,
Emkendorf,  1 346,https://emkendorf.de,,,,,
Kröppelshagen-Fahrendorf,  1 345,No Website,,,,,
Domsühl,  1 344,No Website,,,,,
Aland,  1 344,No Website,,,,,
Esthal,  1 344,https://esthal.de,,,,,
Klein Rogahn,  1 343,No Website,,,,,
Westerhorn,  1 343,No Website,,,,,
Erpolzheim,  1 343,https://erpolzheim.de,,,,,
Oberdolling,  1 342,https://oberdolling.de,,,,,
Oldenswort,  1 341,No Website,,,,,
Märkisch Luch,  1 340,No Website,,,,,
Rammenau,  1 340,https://rammenau.de,,,,,
Kadenbach,  1 340,No Website,,,,,
Glashütten,  1 340,https://glashuetten.de,,,,,
Groß Wittensee,  1 339,No Website,,,,,
Dudeldorf,  1 338,https://dudeldorf.de,,,,,
Pechbrunn,  1 338,https://pechbrunn.de,,,,,
Selke-Aue,  1 337,No Website,,,,,
Gräfendorf,  1 337,No Website,,,,,
Kirchworbis,  1 336,No Website,,,,,
Bruck,  1 336,No Website,,,,,
Reichenbach,  1 335,https://reichenbach-vogtland.de,,,,,
Bösdorf,  1 334,No Website,,,,,
Ingersleben,  1 333,No Website,,,,,
Sommersdorf,  1 333,No Website,,,,,
Schwabstedt,  1 333,No Website,,,,,
"Markt Berolzheim, M",  1 333,https://berolzheim.de,,,,,
Untermaßfeld,  1 332,https://thueringen.de,,,,,
Ober-Flörsheim,  1 332,https://ober-floersheim.de,,,,,
Bruckberg,  1 332,No Website,,,,,
Lauenhagen,  1 331,No Website,,,,,
Gemünden,  1 331,https://gemuenden.de,,,,,
Aichelberg,  1 331,https://aichelberg.de,,,,,
Kirchdorf,  1 331,https://kirchdorf-am-inn.de,,,,,
Meddersheim,  1 330,No Website,,,,,
Badem,  1 330,https://badem.de,,,,,
"Lieberose, Stadt",  1 329,https://lieberose.de,,,,,
Ebenweiler,  1 329,https://ebenweiler.de,,,,,
Schöfweg,  1 327,https://schoefweg.de,,,,,
Gröden,  1 326,No Website,,,,,
Mehlmeisel,  1 326,https://mehlmeisel.de,,,,,
Fünfstetten,  1 326,https://fuenfstetten.de,,,,,
Perach,  1 326,https://perach.de,,,,,
Schönstedt,  1 324,No Website,,,,,
Häusern,  1 324,No Website,,,,,
Steinkirchen,  1 324,No Website,,,,,
Küllstedt,  1 323,https://kuellstedt.de,,,,,
Bokholt-Hanredder,  1 323,https://bokholt-hanredder.de,,,,,
Kleinmaischeid,  1 323,https://kleinmaischeid.de,,,,,
Üxheim,  1 323,https://uexheim.de,,,,,
Kirchlauter,  1 323,No Website,,,,,
Hammoor,  1 321,No Website,,,,,
Neuenkirchen,  1 321,No Website,,,,,
Seulingen,  1 320,No Website,,,,,
Weselberg,  1 320,https://weselberg.de,,,,,
Hawangen,  1 320,No Website,,,,,
Heustreu,  1 319,https://heustreu.de,,,,,
Gülzow,  1 318,No Website,,,,,
Wewelsfleth,  1 318,No Website,,,,,
Didderse,  1 318,https://didderse.de,,,,,
Hedersleben,  1 317,No Website,,,,,
Monzelfeld,  1 317,https://monzelfeld.de,,,,,
Sachsenkam,  1 316,https://sachsenkam.de,,,,,
Obermarchtal,  1 315,https://obermarchtal.de,,,,,
Villenbach,  1 315,https://villenbach.de,,,,,
Züssow,  1 314,No Website,,,,,
Wardow,  1 313,No Website,,,,,
Berg,  1 313,https://bergheim.de,,,,,
Georgenberg,  1 313,No Website,,,,,
Grattersdorf,  1 313,https://grattersdorf.de,,,,,
"Aislingen, M",  1 313,https://aislingen.de,,,,,
Dernau,  1 312,https://dernau.de,,,,,
Udenheim,  1 312,https://udenheim.de,,,,,
Gädheim,  1 312,https://gaedheim.de,,,,,
Gutenstetten,  1 309,https://gutenstetten.de,,,,,
Halsenbach,  1 308,https://halsenbach.de,,,,,
Steinebach/ Sieg,  1 308,No Website,,,,,
Hüffelsheim,  1 305,https://hueffelsheim.de,,,,,
Rügland,  1 305,No Website,,,,,
Sommerkahl,  1 305,No Website,,,,,
Steimel,  1 304,No Website,,,,,
Kasel,  1 304,https://kasel.de,,,,,
Hohes Kreuz,  1 303,https://hoheskreuz.de,,,,,
Stolpe,  1 303,https://stolpe.de,,,,,
Trabitz,  1 303,https://trabitz.de,,,,,
Gestratz,  1 303,No Website,,,,,
Bad Bayersoien,  1 303,No Website,,,,,
